DCA License Number	License Type	License Expiration Date	Business Name	Business Name 2	Address Building	Address Street Name	Secondary Address Street Name	Address City	Address State	Address ZIP	Contact Phone Number	Address Borough	Borough Code
2084415-DCA	Business	3/31/21	20166 PARKING LLC		202	E 67TH ST		NEW YORK	NY	10065	212-794-0111	Manhattan	1
2068189-DCA	Business	3/31/21	AMP VALET PARKING INC.		5423	8TH AVE		BROOKLYN	NY	11220	7182882213	Brooklyn	3
0883259-DCA	Business	3/31/17	TAURUS MANAGEMENT CORP.	TAURUS PARKING  GARAGE	906	UNION ST		BROOKLYN	NY	11215	7188661000	Brooklyn	3
2051104-DCA	Business	3/31/21	LENOX PARKING GARAGE LLC		380	LENOX AVE		NEW YORK	NY	10027	2032029746	Manhattan	1
1368505-DCA	Business	3/31/19	QUIK PARK 184 MANAGEMENT LLC		184	KENT AVE		BROOKLYN	NY	11211	212-686-9800	Brooklyn	3
0427101-DCA	Business	3/31/21	S.T.A. PARKING CORP.		433	E 76TH ST		NEW YORK	NY	10021	2127378850	Manhattan	1
1475171-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		47	CHURCH STREET		NEW YORK	NY	10007	2125025490		
2033954-DCA	Business	3/31/19	ROX PARKING MANAGEMENT COMPANY LLC		351	E 51ST ST		NEW YORK	NY	10022	2124868603	Manhattan	1
1196473-DCA	Business	3/31/17	EMBASSY PARKING LLC		120	E 81ST ST		NEW YORK	NY	10028	2128887400	Manhattan	1
0947353-DCA	Business	3/31/19	WEST 108TH STREET PARKING GARAGE CORPORATION		234	W 108TH ST		NEW YORK	NY	10025	2122228800	Manhattan	1
1196453-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	29	E 50TH ST		NEW YORK	NY	10022	2125025490	Manhattan	1
1389855-DCA	Business	6/12/18	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		9777	QUEENS BLVD		REGO PARK	NY	11374	2125025490	Queens	4
1370726-DCA	Business	3/31/21	"BAS PARKING, INC."		530	E 72ND ST		NEW YORK	NY	10021	2126289447	Manhattan	1
0800698-DCA	Business	3/31/21	245 EAST 36TH STREET GARAGE CORP.		237	E 36TH ST		NEW YORK	NY	10016	2126880700	Manhattan	1
1402608-DCA	Business	1/19/15	PEAK TIME PARKING INC.		4469	BROADWAY		NEW YORK	NY	10040	7182204580	Manhattan	1
1290976-DCA	Business	12/28/16	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		22	E 1ST ST		NEW YORK	NY	10003	2125025490	Manhattan	1
2038853-DCA	Business	8/12/16	FULTON LAWRENCE PARKING LLC		111	LAWRENCE ST		BROOKLYN	NY	11201	2126869800	Brooklyn	3
1304553-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		519	W 161ST ST		NEW YORK	NY	10032	2125025490	Manhattan	1
1445493-DCA	Business	3/31/21	ENTERPRISE 87 CORP.		1065	PARK AVE		NEW YORK	NY	10128	2125643199	Manhattan	1
1196462-DCA	Business	3/31/11	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	1257	3RD AVE		NEW YORK	NY	10021	2125025490	Manhattan	1
2051058-DCA	Business	3/31/21	CL PARKING LLC		4809	CENTER BLVD		LONG ISLAND CITY	NY	11109	212-686-9800	Queens	4
1246955-DCA	Business	3/31/21	UNIVERSITY 10 PARKING LLC		63	E 9TH ST		NEW YORK	NY	10003	2126869800	Manhattan	1
1005064-DCA	Business	3/31/17	TAINO TOWERS GARAGE CORP.		221	E 122ND ST		NEW YORK	NY	10035	2125670234	Manhattan	1
2003467-DCA	Business	3/31/21	QUIK PARK WEST 23RD STREET GARAGE LLC		425	W 23RD ST		NEW YORK	NY	10011	2128322066	Manhattan	1
1312449-DCA	Business	3/31/21	STELLMAR PARKING LLC		30	E 65TH ST		NEW YORK	NY	10065	212-879-8798	Manhattan	1
1330577-DCA	Business	3/31/17	QUIK PARK EAST 72 LLC		525	E 72ND ST		NEW YORK	NY	10021	2128322066	Manhattan	1
2083087-DCA	Business	3/31/21	ISABEL PARKING LLC		950	RIVER AVE		BRONX	NY	10452	6465840409	Bronx	2
0970232-DCA	Business	3/31/11	MID TOWN PARKING CORP.		575	LEXINGTON AVE		NEW YORK	NY	10022	2127536116	Manhattan	1
2068557-DCA	Business	3/31/21	CASTLE GARAGE LLC		135	E 31ST ST		NEW YORK	NY	10016	2126869800	Manhattan	1
0914923-DCA	Business	3/31/21	SELECT PARKING LLC		301	E 57TH ST		NEW YORK	NY	10022	2126869800	Manhattan	1
2009446-DCA	Business	3/31/21	"CARLYLE CAR PARK, LLC"		53	E 76TH ST		NEW YORK	NY	10021	2125702182	Manhattan	1
2079766-DCA	Business	11/20/18	24 LEONARD PARKING LLC		24	LEONARD ST		NEW YORK	NY	10013	2126202621	Manhattan	1
0819247-DCA	Business	3/31/21	RELIANT PARKING LLC		225	W 83RD ST		NEW YORK	NY	10024	2126869800	Manhattan	1
1268783-DCA	Business	3/31/15	21ST GARAGE LLC		444	10TH AVE		NEW YORK	NY	10001	2126270012	Manhattan	1
2027709-DCA	Business	3/31/19	225 EAST 63RD PARKING CORP		221	E 63RD ST		NEW YORK	NY	10065	2127367171	Manhattan	1
1193087-DCA	Business	3/12/13	QUIK PARK HUDSON LLC	QUIK PARK INC.	140	RIVERSIDE BLVD		NEW YORK	NY	10069	2128322657	Manhattan	1
0908174-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		1250	BROADWAY		NEW YORK	NY	10001	2126296602	Manhattan	1
1126970-DCA	Business	3/31/21	CHURCH STREET PARKING LLC		110	CHURCH ST		NEW YORK	NY	10007	2126869800	Manhattan	1
1342832-DCA	Business	3/31/21	KIDS PARKING CORP.		105	DUANE ST		NEW YORK	NY	10007	2129644968	Manhattan	1
0788455-DCA	Business	3/31/21	ULTRA-PARK LLC		424	W END AVE		NEW YORK	NY	10024	2128749633	Manhattan	1
1251091-DCA	Business	3/31/15	STANDARD PARKING CORPORATION		10420	QUEENS BLVD		FOREST HILLS	NY	11375	2129163480	Queens	4
2057605-DCA	Business	3/31/21	NEW RIVERDALE PARKING INC.		3217	IRWIN AVE		BRONX	NY	10463	2128821911	Bronx	2
1192617-DCA	Business	3/31/21	"550 WEST 25TH CAR PARK, LLC"	GGMC	550	W 25TH ST		NEW YORK	NY	10001	2129966363	Manhattan	1
1369113-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), LLC"	IMPARK	9015	PARSONS BLVD		JAMAICA	NY	11432	2129378660	Queens	4
1162793-DCA	Business	3/31/13	751 CVW LLC		173	E 156TH ST		BRONX	NY	10451	9175840383	Bronx	2
2005668-DCA	Business	3/31/19	QUIK PARK UNDERHILL LLC		105	UNDERHILL AVE		BROOKLYN	NY	11238	2128322066	Brooklyn	3
1307234-DCA	Business	3/31/11	"SB PARK AVE PARKING, LLC"		225	E 149TH ST		BRONX	NY	10451	7187331820	Bronx	2
2017911-DCA	Business	3/31/21	SP PLUS CORPORATION		375	PARK AVE		NEW YORK	NY	10152	2125025490	Manhattan	1
2024139-DCA	Business	3/31/17	"IMPERIAL PARKING (U.S.), LLC"		355	FRONT ST		STATEN ISLAND	NY	10304	212-934-8660	Staten Island	5
2005634-DCA	Business	12/18/14	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		885	6TH AVE		NEW YORK	NY	10001	2125025490	Manhattan	1
0899470-DCA	Business	3/31/19	POO PARKING CORP.		1650	SELWYN AVE		BRONX	NY	10457	2124903460	Bronx	2
1180994-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		9	W 57TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
1438954-DCA	Business	3/31/15	WEST 46 ST GARAGE LLC		305	W 46TH ST		NEW YORK	NY	10036	2128322066	Manhattan	1
2067168-DCA	Business	3/31/21	ELMHURST PARKING CORPORATION		7911	41ST AVE		ELMHURST	NY	11373	9173251969	Queens	4
1164348-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		276	LIVINGSTON ST		BROOKLYN	NY	11217	7188527317	Brooklyn	3
1271791-DCA	Business	3/31/21	QUIK PARK WEST 55TH ST. LLC		73	W 55TH ST		NEW YORK	NY	10019	2128322066	Manhattan	1
2060722-DCA	Business	3/31/21	THE CAR PARK OF NEW YORK LLC		8020	COOPER AVE		GLENDALE	NY	11385	208-336-6597	Queens	4
1431658-DCA	Business	6/30/13	SECURE GARAGE DOOR LLC		10126	98TH ST		OZONE PARK	NY	11416	7188489477	Queens	4
0889934-DCA	Business	3/31/21	"MUTUAL PARKING SYSTEM, INC."		340	E 64TH ST		NEW YORK	NY	10065	2128887400	Manhattan	1
1310482-DCA	Business	3/31/15	EMPIRE 33 PARKING LLC		38	W 33RD ST		NEW YORK	NY	10001	2126869800	Manhattan	1
1370423-DCA	Business	2/13/12	QUIK PARK NORTHROSE GARAGE LLC		508	E 163RD ST		BRONX	NY	10451	2128322066	Bronx	2
0976779-DCA	Business	3/31/17	"LA MIRAGE CAR PARK, INC."		17810	WEXFORD TER		JAMAICA	NY	11432	2122216111	Queens	4
1310483-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		2	PLATT ST		NEW YORK	NY	10038	2125025490	Manhattan	1
0368450-DCA	Business	3/31/11	MANHATTAN PARKING E. 71 ST. CORP.		311	E 71ST ST		NEW YORK	NY	10021	2123536116	Manhattan	1
1305162-DCA	Business	3/31/13	"CHELSEA CAR PARK, LLC"		160	W 24TH ST		NEW YORK	NY	10011	2122216111	Manhattan	1
2042873-DCA	Business	3/31/19	WEST FARMS PARKING LLC		1512	BOONE AVE		BRONX	NY	10460		Bronx	2
1313161-DCA	Business	3/31/17	MINETTA LANE PARKING LLC		122	W 3RD ST		NEW YORK	NY	10012	2127773530	Manhattan	1
1466982-DCA	Business	7/6/18	"KINNEY PARKING SYSTEM, LLC"		555	W 57TH ST		New York	NY	10019	2125025490	Manhattan	1
2059576-DCA	Business	3/31/21	21ST AND 11TH PARKING LLC		551	W 21ST ST		NEW YORK	NY	10011	212-686-9800	Manhattan	1
2005860-DCA	Business	3/31/19	HAPPY FACE PARKING CORP.		1560	JEROME AVE		BRONX	NY	10452	718-583-3301	Bronx	2
0992903-DCA	Business	3/31/21	"SEVEN ELEVEN CAR PARK, LLC"	GGMC	711	3RD AVE		NEW YORK	NY	10017	2129966363	Manhattan	1
2027380-DCA	Business	3/31/21	NOSTRAND AVE PARKING CORP		3804	NOSTRAND AVE		BROOKLYN	NY	11235	718-934-0252	Brooklyn	3
1327024-DCA	Business	3/31/21	CONCOURSE PARKING CORP.		800	GRAND CONCOURSE		BRONX	NY	10451	2127367171	Bronx	2
2025430-DCA	Business	3/31/21	162 PARKING OPS LLC		528	W 162ND ST		NEW YORK	NY	10032	212-568-7800	Manhattan	1
1301360-DCA	Business	3/31/15	FLATBUSH PARKING SYSTEMS INC.		626	FLATBUSH AVE		BROOKLYN	NY	11225	7188568113	Brooklyn	3
1300424-DCA	Business	3/31/11	"GM PARKING GROUP, INC."		116	NOSTRAND AVE		BROOKLYN	NY	11205	8604600523	Brooklyn	3
2005023-DCA	Business	3/31/15	174 PARKING MGMT LLC.		554	W 174TH ST		NEW YORK	NY	10033		Manhattan	1
1206084-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	515	FASHION AVE		NEW YORK	NY	10018	2125025490	Manhattan	1
1312446-DCA	Business	3/31/21	STELLMAR PARKING LLC		27	E 65TH ST		NEW YORK	NY	10065	212-879-8798	Manhattan	1
1213080-DCA	Business	3/31/13	WALL STREET GARAGE PARKING CORP.		45	WALL ST		NEW YORK	NY	10005	2127373279	Manhattan	1
1004391-DCA	Business	3/31/11	328 WEST 39TH STREET PARKING LLC		334	W 39TH ST		NEW YORK	NY	10018	2126869800	Manhattan	1
1397617-DCA	Business	3/31/15	182 STREET PARKING CORP.		8822	182ND ST		HOLLIS	NY	11423	3476728286	Queens	4
0817003-DCA	Business	3/31/21	DILIGENT PARKING LLC		150	W 68TH ST		NEW YORK	NY	10023	2126869800	Manhattan	1
2069414-DCA	Business	3/31/21	RIVER PARK TOWERS GARAGE LLC		55	RICHMAN PLZ		BRONX	NY	10453	6465840409	Bronx	2
1137946-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	153	W 48TH ST		NEW YORK	NY	10036	2126296602	Manhattan	1
1245036-DCA	Business	3/31/21	WELCOME PARKING LIMITED LIABILITY COMPANY		601	AMBOY ST		BROOKLYN	NY	11212	2016807129	Brooklyn	3
1180744-DCA	Business	3/31/17	EAST RIVER PARKING CORP.		345	E 94TH ST		NEW YORK	NY	10128	2127367171	Manhattan	1
1313004-DCA	Business	3/31/11	TWO FIFTH PARKING LLC		2	5TH AVE		NEW YORK	NY	10011	2125338312	Manhattan	1
2070280-DCA	Business	3/31/21	PARKING SYSTEMS PLUS INC		301	E 69TH ST		NEW YORK	NY	10021	8009441424	Manhattan	1
1463441-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		33	W 28TH ST		NEW YORK	NY	10001	2125025490	Manhattan	1
1411788-DCA	Business	3/31/17	"ST. ANN'S PARKING GARAGE, LLC"		780	SAINT ANNS AVE		BRONX	NY	10456	7184010141	Bronx	2
1303101-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		528	W 162ND ST		NEW YORK	NY	10032	2125025490	Manhattan	1
2068603-DCA	Business	3/31/21	2211 3RD AVE PARKING LLC		2211	3RD AVE		NEW YORK	NY	10035	347-589-4139	Manhattan	1
2001619-DCA	Business	3/31/21	34 NORTH 7TH PARKING CORP.		27	N 6TH ST		BROOKLYN	NY	11249	2127367171	Brooklyn	3
1183389-DCA	Business	3/31/21	1955 FIRST PARKING CORP.		1955	1ST AVE		NEW YORK	NY	10029	2129963074	Manhattan	1
1372243-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		839	AVENUE OF THE AMERICAS		NEW YORK	NY	10001	2125025490	Manhattan	1
2083335-DCA	Business	3/31/21	"RODRIQUEZ DISLA, LUZ D"	LUZ PARKING GARAGE 11	1961	JEROME AVE		BRONX	NY	10453	347-513-6083	Bronx	2
1283824-DCA	Business	3/31/21	CHAMPION PARKING 74 LLC.		2109	BROADWAY		NEW YORK	NY	10023	2123085959	Manhattan	1
0789927-DCA	Business	3/31/21	SUPERIOR PARKING LLC		515	E 79TH ST		NEW YORK	NY	10075	2126869800	Manhattan	1
1230769-DCA	Business	3/31/19	"LIVINGSTON CAR PARK, LLC"	GGMC	141	LIVINGSTON ST		BROOKLYN	NY	11201	2129966363	Brooklyn	3
1418326-DCA	Business	3/31/15	PARK 127TH LLC		311	W 127TH ST		NEW YORK	NY	10027	2129799815	Manhattan	1
0369956-DCA	Business	3/31/21	STATE-PEARL GARAGE INC.		1	BATTERY PARK PLZ		NEW YORK	NY	10004	2124072516	Manhattan	1
1382313-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM OF NEW YORK, INC."		1189	1ST AVE		NEW YORK	NY	10065	2125025490	Manhattan	1
1200653-DCA	Business	3/13/13	EMPIRE PARKING CORP.		416	WASHINGTON ST		NEW YORK	NY	10013	212-262-4771	Manhattan	1
1469508-DCA	Business	3/31/21	VINCENT 15 PARKING LLC		553	AVENUE OF THE AMERICAS		NEW YORK	NY	10011	2126869800		
1249767-DCA	Business	3/31/15	SUPREME PARKING CORP.		230	E 30TH ST		NEW YORK	NY	10016	7182033312	Manhattan	1
1137953-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	838	11TH AVE		NEW YORK	NY	10019	2126296602		
1474770-DCA	Business	3/31/17	"PARK 127 MGMT, LLC"		311	W 127TH ST		NEW YORK	NY	10027	2127957275	Manhattan	1
1472004-DCA	Business	3/31/15	ZAFIRO PARKING INC.		804	E 138TH ST		BRONX	NY	10454	2127490125	Bronx	2
0367816-DCA	Business	3/31/21	"PARK-SERV, INC."		140-166	W 53RD ST		NEW YORK	NY	10019	2126869800		
1466978-DCA	Business		"KINNEY PARKING SYSTEM, LLC"		515	FASHION AVE		New York	NY	10018	2125025490	Manhattan	1
2047955-DCA	Business	3/31/21	300 E. 34 PARKING LLC		300	E 34TH ST		NEW YORK	NY	10016	212-481-6016	Manhattan	1
2082016-DCA	Business	3/31/21	EZY PARKING INC.		1981	SEDGWICK AVE		BRONX	NY	10453	7182944264	Bronx	2
1406175-DCA	Business	3/31/17	POWER PARKING S CORP.		164	DYCKMAN ST		NEW YORK	NY	10040	2125696506	Manhattan	1
1247355-DCA	Business	3/31/19	"CLARITY 47 PARKING, LLC"		145	W 47TH ST		NEW YORK	NY	10036	2126869800	Manhattan	1
1328126-DCA	Business	3/31/21	M&N GROUP PARKING INC		3158-60	JEROME AVE		BRONX	NY	10468	917-470-5093		
0954111-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		157	W 83RD ST		NEW YORK	NY	10024	2128676300	Manhattan	1
2026825-DCA	Business	3/31/17	B.Y.M COMMUNITY PARKING LOT CORP.		530	BERGEN AVE		BRONX	NY	10455	9172243769	Bronx	2
1403604-DCA	Business	3/31/21	1740 PETROLEUM LLC		1730	JEROME AVE		BRONX	NY	10453	718-581-7841	Bronx	2
2056213-DCA	Business	3/31/21	LA MARINA PARKING LLC		284	DYCKMAN ST		NEW YORK	NY	10034	34784325023	Manhattan	1
0368732-DCA	Business	3/31/19	MANHATTAN PARKING-BORO CORP.		40	CLINTON ST		BROOKLYN	NY	11201	2124903460	Brooklyn	3
2018213-DCA	Business	3/31/21	106 Mott Street Parking Corp		106	MOTT ST		NEW YORK	NY	10013	2127419009	Manhattan	1
0803509-DCA	Business	3/31/11	GATEWAY PARKING CORP		345	S END AVE		NEW YORK	NY	10280	2127511080	Manhattan	1
1461244-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S), LLC"	IMPARK	9102	168TH ST		JAMAICA	NY	11432	2129378660	Queens	4
1026761-DCA	Business	3/31/13	"BHC CAR PARK, LLC"	GGMC	240	WILLOUGHBY ST		BROOKLYN	NY	11201	2129966363	Brooklyn	3
1409708-DCA	Business	3/31/21	"LASALLE PARKING, LLC"	"HOWARD, LANCE"	220	E 9TH ST		NEW YORK	NY	10003	2127143571	Manhattan	1
1118320-DCA	Business	3/31/19	"280 BROADWAY CAR PARK, LLC"	GGMC	280	BROADWAY		NEW YORK	NY	10007	2129966363	Manhattan	1
2028650-DCA	Business	3/31/21	"G&M PARKING GARAGE, CORP."		1231	WEBSTER AVE		BRONX	NY	10456	718-524-8328	Bronx	2
1078641-DCA	Business	3/31/21	CLIFF PARKING LLC		99	JOHN ST		NEW YORK	NY	10038	2126869800	Manhattan	1
1186721-DCA	Business	3/31/21	NICE PARK LLC		310	E 11TH ST		NEW YORK	NY	10003	2129299404	Manhattan	1
1004075-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		115	E 87TH ST		NEW YORK	NY	10128	2122895040	Manhattan	1
1321864-DCA	Business	3/31/13	QUIK PARK TRIBECA LLC	QUIK PARK INC.	450	WASHINGTON ST		NEW YORK	NY	10013	2128322066	Manhattan	1
0469247-DCA	Business	3/31/21	UNIQUE PARKING LLC		41	E 21ST ST		NEW YORK	NY	10010	2126869800	Manhattan	1
1264918-DCA	Business	3/31/15	G & M PARKING GARAGE CORP.		1100	FRANKLIN AVE		BRONX	NY	10456	7184839458	Bronx	2
1222881-DCA	Business	3/31/11	"351 EAST 83 CAR PARK, LLC"	GGMC	351	E 83RD ST		NEW YORK	NY	10028	2129966363	Manhattan	1
1458787-DCA	Business	9/28/15	"CRESCENT PARKING MGMT, LLC"		4123	CRESCENT ST		LONG IS CITY	NY	11101	2127957275	Queens	4
1262965-DCA	Business	3/31/17	GROSVENOR PARKING LLC		11624	GROSVENOR LN		RICHMOND HILL	NY	11418	2125810535	Queens	4
2083256-DCA	Business	3/31/21	"ONE PARKING 703, INC."		209-90	23RD AVE		Bayside	NY	11360	4802722100	Queens	4
2024664-DCA	Business	3/31/19	8930 PARKING LLC	EXCEL PARKING	8936	SUTPHIN BLVD		JAMAICA	NY	11435	212-837-4509	Queens	4
2000584-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		441	9TH AVE		NEW YORK	NY	10001	2125025490	Manhattan	1
2083116-DCA	Business	3/31/21	SYLVAN MIDWAY PARKING LLC		10818	QUEENS BLVD		FOREST HILLS	NY	11375	718-575-9440	Queens	4
1326466-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		304	W 49TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
1345530-DCA	Business	11/14/12	STANDARD PARKING CORPORATION		6135	JUNCTION BLVD		REGO PARK	NY	11374	7188974833	Queens	4
2087956-DCA	Business	3/31/21	FLUSHING EZ PARKING INC.		13203	SANFORD AVE		FLUSHING	NY	11355	9178152555	Queens	4
1417978-DCA	Business	3/31/15	STANDARD PARKING CORPORATION		8020	COOPER AVE		GLENDALE	NY	11385	7188943580	Queens	4
1389587-DCA	Business	3/31/19	GM&M PARK INC.		110	BROADWAY		BROOKLYN	NY	11211	6466100315	Brooklyn	3
2047157-DCA	Business	3/31/21	301 EAST 79 PARKING LLC		301	E 79TH ST		NEW YORK	NY	10075	2128887400	Manhattan	1
0916799-DCA	Business	3/31/21	PARK ON 44TH CORP.		230	E 44TH ST		NEW YORK	NY	10017	2127373279	Manhattan	1
2003108-DCA	Business	3/31/21	BEAVER STREET PARKING LLC		15	WILLIAM ST		NEW YORK	NY	10004	212-785-9733	Manhattan	1
0763733-DCA	Business	3/31/11	CONNAUGHT TOWER CAR PARK INC	GGMC	300	E 54TH ST		NEW YORK	NY	10022	2129966363	Manhattan	1
1269177-DCA	Business	3/31/21	QUIK PARK BROADWAY GARAGE LLC		225	W 56TH ST		NEW YORK	NY	10019	2128322066	Manhattan	1
1196302-DCA	Business	3/31/21	54TH & 2ND PARKING LLC		300	E 55TH ST		NEW YORK	NY	10022	2126869800	Manhattan	1
2058615-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S.), LLC"	IMpark	150	NASSAU ST		NEW YORK	NY	10038	212-937-8660	Manhattan	1
2003468-DCA	Business	3/31/21	QUIK PARK LIBBY 2 LLC		300	E 48TH ST		NEW YORK	NY	10017		Manhattan	1
1461227-DCA	Business	3/31/21	IMPERIAL PARKING US LLC	IMPARK	92-30	165 STREET		JAMAICA	NY	11433	2129378660		
1466688-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		23	W 55TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
1466693-DCA	Business	3/31/15	"KINNEY PARKING SYSTEM, LLC"		29	E 50TH ST		NEW YORK	NY	10022	2125025490	Manhattan	1
2002027-DCA	Business	3/31/21	Prince Tower Parking Corp.		3636	PRINCE ST		FLUSHING	NY	11354		Queens	4
1361864-DCA	Business	3/31/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		404	E 79TH ST		NEW YORK	NY	10075	2129163480	Manhattan	1
1312575-DCA	Business	3/31/21	"PARK 117TH, LLC"		279	W 117TH ST		NEW YORK	NY	10026	2122220242	Manhattan	1
2059544-DCA	Business	10/18/17	21ST AND 11TH PARKING LLC		551	W 21ST ST		NEW YORK	NY	10011	212-686-9800	Manhattan	1
1182190-DCA	Business	3/31/21	MANHATTAN PARKING EAST 48TH STREET CORP.		141	E 48TH ST		NEW YORK	NY	10017	2124903460	Manhattan	1
1387238-DCA	Business	3/31/15	W. 79TH STREET PARKING CORP.		200	W 79TH ST		NEW YORK	NY	10024	2122435900	Manhattan	1
1135063-DCA	Business	3/31/21	REALPRO PARKING LLC		330	E 39TH ST		NEW YORK	NY	10016	2126869800	Manhattan	1
1310734-DCA	Business	3/31/11	400 EAST 70TH STREET PARKING LLC		400	E 70TH ST		NEW YORK	NY	10021	2127949173	Manhattan	1
1246949-DCA	Business	3/31/21	PLAZA 48 PARKING LLC		329	E 48TH ST		NEW YORK	NY	10017	2126869800	Manhattan	1
2053064-DCA	Business	3/31/21	"PRO PARK AMERICA NEW YORK, LLC"		204	W 101ST ST		NEW YORK	NY	10025	9174152749	Manhattan	1
1192361-DCA	Business	3/31/15	"SHARP CAR PARK, LLC"		357	E 57TH ST		NEW YORK	NY	10022	2122216111	Manhattan	1
2030397-DCA	Business	3/31/21	"RUPPERT CAR PARK, LLC"		1601	3RD AVE		NEW YORK	NY	10128	2129966363	Manhattan	1
1440450-DCA	Business	3/31/19	QUIK PARK PCVST GARAGE LLC		528	E 20TH ST		NEW YORK	NY	10009	2126145862	Manhattan	1
1251169-DCA	Business	3/31/21	315 EAST 65TH PARKING LLC		322	E 66TH ST		NEW YORK	NY	10065	212-570-1732	Manhattan	1
1440019-DCA	Business	2/28/21	"SZYMANSKI, THOMAS STANLEY"	EAZYLIFT GARAGE DOOR COMPANY	13220	81ST ST		OZONE PARK	NY	11417	7186419788	Queens	4
1382528-DCA	Business	3/31/13	"FANNWOOD ESTATES, LLC"		9958	66TH AVE		REGO PARK	NY	11374	5163747000	Queens	4
0858712-DCA	Business	3/31/21	PERFORMANCE PARKING LLC		127	AMSTERDAM AVE		NEW YORK	NY	10023	212-686-9800	Manhattan	1
0367758-DCA	Business	3/31/11	MANHATTAN PARKING GOLD CORP		220	E 54TH ST		NEW YORK	NY	10022	2127536116	Manhattan	1
1319305-DCA	Business	3/31/13	WELLESLEY PARKING LLC		203	E 71ST ST		NEW YORK	NY	10021	2122495514	Manhattan	1
2019772-DCA	Business	3/31/21	QUIK PARK KESTREL PARKING LLC		29	CATON PL		BROOKLYN	NY	11218	212-686-9800	Brooklyn	3
1091563-DCA	Business	3/31/17	BRAIRWOOD CAR PARK INC		8515	MAIN ST		JAMAICA	NY	11435	2122216111	Queens	4
1030045-DCA	Business	3/31/21	"BATTERY PLACE CAR PARK, LLC"	GGMC	50	BATTERY PL		NEW YORK	NY	10280	2129966363	Manhattan	1
2083819-DCA	Business	3/31/21	WORTHY PARKING LLC		841	10TH AVE		NEW YORK	NY	10019	2124903460	Manhattan	1
1130687-DCA	Business	3/31/21	165 EAST PARKING CORP.		165	E 72ND ST		NEW YORK	NY	10021	2127367171	Manhattan	1
1413026-DCA	Business	3/31/21	420 EAST 51ST PARKING PARTNERS LLC		420	E 51ST ST		NEW YORK	NY	10022	2128387565	Manhattan	1
2064520-DCA	Business	3/31/21	MBA PARKING CORP		2702	QUEENS PLZ S		LONG ISLAND CITY	NY	11101	718-864-2992	Queens	4
1228910-DCA	Business	3/31/13	37 EAST LLC		415	E 37TH ST		NEW YORK	NY	10016	2125643199	Manhattan	1
1130760-DCA	Business	3/31/21	JDS PARKING LLC		561	10TH AVE		NEW YORK	NY	10036	2126869800	Manhattan	1
1328283-DCA	Business	3/31/21	RAPID 83 STREET PARKING CORP.		351	E 83RD ST		NEW YORK	NY	10028	2127443591	Manhattan	1
1456718-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		535	E 75TH ST		NEW YORK	NY	10021	2125025490	Manhattan	1
2000456-DCA	Business	3/31/21	KEY PARKING LLC		115	E 9TH ST		NEW YORK	NY	10003	2125810535	Manhattan	1
1348612-DCA	Business	3/31/15	KELLY ST PARKING LLC		950	WESTCHESTER AVE		BRONX	NY	10459	7183436262	Bronx	2
1133061-DCA	Business	3/31/15	CHAMPION 221 LLC		216	CENTRAL PARK S		NEW YORK	NY	10019	2123085959	Manhattan	1
