,Unnamed: 0,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address,zipcode,label
436,,2027514-DCA,Business,8/2/16,SHERWOOD 21 GARAGE LLC,SHERWOOD 21 GARAGE LLC,500,W 21ST ST,,NEW YORK,NY,10011.0,2129808000,Manhattan,1.0,500 west 21st street,10011.0,False
437,,1415834-DCA,Business,3/31/21,QUIK PARK COOPER LLC,,301,E 86TH ST,,NEW YORK,NY,10028.0,2128322066,Manhattan,1.0,301 east 86th street,10028.0,False
438,,0901637-DCA,Business,3/31/21,WOOSTER PARKING CORP.,,349,CANAL ST,,NEW YORK,NY,10013.0,212-929-9404,Manhattan,1.0,349 canal street,10013.0,False
439,,1389555-DCA,Business,3/31/13,STANDARD PARKING CORPORATION,,951,RIVER AVE,,BRONX,NY,10452.0,7185887802,Bronx,2.0,951 river avenue,10452.0,False
440,,1226138-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,5,E 102ND ST,,NEW YORK,NY,10029.0,2125025490,Manhattan,1.0,5 east 102nd street,10029.0,False
441,,1373390-DCA,Business,3/31/13,VINCENT 15 PARKING LLC,,553,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011.0,2126869800,Manhattan,1.0,553 avenuenue of the americas,10011.0,False
442,,1133060-DCA,Business,3/31/21,CROYDEN PARKING LLC,,12,E 86TH ST,,NEW YORK,NY,10028.0,2129562280,Manhattan,1.0,12 east 86th street,10028.0,False
443,,0429675-DCA,Business,3/31/21,INTERTOWN PARKING CORP.,,55,E END AVE,,NEW YORK,NY,10028.0,2127367171,Manhattan,1.0,55 east end avenue,10028.0,True
444,,1331277-DCA,Business,3/31/15,CHAMPION PARKING 77 LLC,,219,W 77TH ST,,NEW YORK,NY,10024.0,2123085959,Manhattan,1.0,219 west 77th street,10024.0,False
445,,2020709-DCA,Business,3/31/21,IMPERIAL PARKING US LLC,IMPARK,80,PARK AVE,,NEW YORK,NY,10016.0,2125573311,Manhattan,1.0,80 park avenue,10016.0,False
446,,1117317-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,4017,MAIN ST,,FLUSHING,NY,11354.0,2126296602,Queens,4.0,4017 main street,11354.0,False
447,,1107288-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,27,W 52ND ST,,NEW YORK,NY,10019.0,2126296602,Manhattan,1.0,27 west 52nd street,10019.0,False
448,,1351758-DCA,Business,3/31/15,STANDARD PARKING CORPORATION,,10460,QUEENS BLVD,,FOREST HILLS,NY,11375.0,7188971220,Queens,4.0,10460 queens boulevardd,11375.0,False
449,,1218380-DCA,Business,3/31/21,444 MANHATTAN PARKING CORP.,,309,W 118TH ST,,NEW YORK,NY,10026.0,,Manhattan,1.0,309 west 118th street,10026.0,False
450,,1384333-DCA,Business,3/31/17,"C21 PARKING MGMT, LLC",,416,87TH ST,,BROOKLYN,NY,11209.0,212-795-7275,Brooklyn,3.0,416 87th street,11209.0,False
451,,1380047-DCA,Business,3/31/21,CLARIDGE 87 PARKING LLC,,201,E 87TH ST,,NEW YORK,NY,10128.0,2126869800,Manhattan,1.0,201 east 87th street,10128.0,False
452,,2078121-DCA,Business,3/31/21,GM PARK GROUP INC,,116,NOSTRAND AVE,,BROOKLYN,NY,11205.0,6466100315,Brooklyn,3.0,116 nostrand avenue,11205.0,False
453,,2011162-DCA,Business,3/31/15,k one parking inc,,2160,WEBSTER AVE,,BRONX,NY,10457.0,3478545507,Bronx,2.0,2160 webster avenue,10457.0,False
454,,1463594-DCA,Business,3/31/19,"KINNEY PARKING SYSTEM, LLC",,58,W 58TH ST,,NEW YORK,NY,10019.0,2125025490,Manhattan,1.0,58 west 58th street,10019.0,True
455,,2044044-DCA,Business,3/31/21,QUIK PARK ELY GARAGE II LLC,,180,MYRTLE AVE,,BROOKLYN,NY,11201.0,2126869800,Brooklyn,3.0,180 myrtle avenue,11201.0,True
456,,0955190-DCA,Business,3/31/11,BETH PARKING CORP.,,225,RECTOR PL,,NEW YORK,NY,10280.0,2127533100,Manhattan,1.0,225 rector place,10280.0,False
457,,1470216-DCA,Business,3/31/21,KK ENTERPRISE GROUP INC.,,554,W 182ND ST,,NEW YORK,NY,10033.0,9173277488,Manhattan,1.0,554 west 182nd street,10033.0,False
458,,2024463-DCA,Business,10/21/15,MP WEST 57TH LLC,,9,W 57TH ST,,NEW YORK,NY,10019.0,2124903460,Manhattan,1.0,9 west 57th street,10019.0,True
459,,0800489-DCA,Business,3/31/21,"MUSS, HYMAN - ET AL",C E TOWERS CO,11835,QUEENS BLVD,,FOREST HILLS,NY,11375.0,7182633800,Queens,4.0,11835 queens boulevardd,11375.0,False
460,,1461171-DCA,Business,3/31/21,CHAMPION PARKING 230 LLC,,230,WEST   55 STREET,,NEW YORK,NY,10019.0,2123085959,,,230 west   55 streetreet,10019.0,False
461,,1312149-DCA,Business,3/31/21,ENTERPRISE 40TH PARKING CORP.,,315,E 40TH ST,,NEW YORK,NY,10016.0,2127367171,Manhattan,1.0,315 east 40th street,10016.0,True
462,,1404566-DCA,Business,3/31/13,ENTERPRISE WASHINGTON PARKING LLC,,545,WASHINGTON AVE,,BROOKLYN,NY,11238.0,2126270012,Brooklyn,3.0,545 washington avenue,11238.0,False
463,,1461731-DCA,Business,3/31/21,"IMPERIAL PARKING (U.S.), LLC",,12601,ROOSEVELT AVE,,FLUSHING,NY,11368.0,2129378660,Queens,4.0,12601 roosevelt avenue,11368.0,False
464,,2001479-DCA,Business,3/31/21,ENTERPRISE 230 PARKING LLC,,230,E 30TH ST,,NEW YORK,NY,10016.0,2126863330,Manhattan,1.0,230 east 30th street,10016.0,False
465,,2086774-DCA,Business,3/31/21,68 PARKING INC,,13633,37TH AVE,,FLUSHING,NY,11354.0,6469966479,Queens,4.0,13633 37th avenue,11354.0,False
466,,1070451-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,350,E 30TH ST,,NEW YORK,NY,10016.0,2127798311,Manhattan,1.0,350 east 30th street,10016.0,True
467,,2031030-DCA,Business,3/31/17,"IMPERIAL PARKING (U.S.), LLC",IMPARK,500,4TH AVE,,BROOKLYN,NY,11215.0,212-934-8660,Brooklyn,3.0,500 4th avenue,11215.0,False
468,,1331441-DCA,Business,3/31/11,"CARPARK 39TH STREET, LLC",,80,PARK AVE,,NEW YORK,NY,10016.0,2128661000,Manhattan,1.0,80 park avenue,10016.0,False
469,,1127872-DCA,Business,3/31/21,1350 SIXTH PARKING LLC,,1350,6TH AVE,,NEW YORK,NY,10019.0,2126809800,Manhattan,1.0,1350 6th avenue,10019.0,False
470,,2009474-DCA,Business,3/31/17,100 Varick Realty LLC,403 East 60th Street Parking LLC,403,E 60TH ST,,NEW YORK,NY,10022.0,2125343939,Manhattan,1.0,403 east 60th street,10022.0,True
471,,0971313-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,135,E 47TH ST,,NEW YORK,NY,10017.0,2126296602,Manhattan,1.0,135 east 47th street,10017.0,False
472,,1369473-DCA,Business,3/31/15,PARK RIGHT CORPORATION,,307,SAINT MARKS AVE,,BROOKLYN,NY,11238.0,2122624771,Brooklyn,3.0,307 saint marks avenue,11238.0,False
473,,1012409-DCA,Business,3/31/21,99 JANE STREET PARKING LLC,,99,JANE ST,,NEW YORK,NY,10014.0,212-686-9800,Manhattan,1.0,99 jane street,10014.0,False
474,,2026962-DCA,Business,3/31/17,GMH PARK INC,,5229,BROADWAY,,BRONX,NY,10463.0,9172140583,Bronx,2.0,5229 broadway,10463.0,False
475,,2083257-DCA,Business,3/31/21,"ONE PARKING 703, INC.",,21010,23RD AVE,,BAYSIDE,NY,11360.0,4802722100,Queens,4.0,21010 23rd avenue,11360.0,False
476,,1155049-DCA,Business,3/31/21,MOTT PARK LLC,,284,MOTT ST,,NEW YORK,NY,10012.0,212-564-3199,Manhattan,1.0,284 mott street,10012.0,False
477,,2051013-DCA,Business,3/31/21,LENOX 65 PARKING LLC,,1189,1ST AVE,,NEW YORK,NY,10065.0,2126869800,Manhattan,1.0,1189 1st avenue,10065.0,False
478,,1117862-DCA,Business,1/11/17,DYNAMIC PARKING LLC,,222,E 41ST ST,,NEW YORK,NY,10017.0,2126869800,Manhattan,1.0,222 east 41st street,10017.0,False
479,,1383522-DCA,Business,3/31/13,"IMPERIAL PARKING (U.S.), LLC",IMPARK,212,S OXFORD ST,,BROOKLYN,NY,11217.0,2129378660,Brooklyn,3.0,212 south oxford street,11217.0,False
480,,2030398-DCA,Business,3/31/21,"YORKVILLE CAR PARK, LLC",,1635,3RD AVE,,NEW YORK,NY,10128.0,,Manhattan,1.0,1635 3rd avenue,10128.0,False
481,,2082096-DCA,Business,3/31/21,EMERALD PARKING SOLUTIONS INC.,,1600,SEDGWICK AVE,,BRONX,NY,10453.0,3476385589,Bronx,2.0,1600 sedgwick avenue,10453.0,False
482,,1397270-DCA,Business,3/31/13,CH RENTAL PARKING LLC,,414,HICKS ST,,BROOKLYN,NY,11201.0,2123483268,Brooklyn,3.0,414 hicks street,11201.0,False
483,,1245038-DCA,Business,3/31/21,WELCOME PARKING LIMITED LIABILITY COMPANY,,8806,VAN WYCK EXPY,,JAMAICA,NY,11418.0,2016807129,Queens,4.0,8806 van wyck expressway,11418.0,False
484,,0962302-DCA,Business,3/31/21,VIP CAPITAL PARKING CORPORATION,,298,MULBERRY ST,,NEW YORK,NY,10012.0,2129253331,Manhattan,1.0,298 mulberry street,10012.0,False
485,,1348880-DCA,Business,3/31/11,K & R PARKING CORP.,,1872,E TREMONT AVE,,BRONX,NY,10460.0,6467376163,Bronx,2.0,1872 east tremont avenue,10460.0,False
486,,1461260-DCA,Business,3/31/21,IMPERIAL PARKING US LLC,IMPARK,120-01,ROOSEVELT AVENUE,,FLUSHING,NY,11368.0,2129378660,,,120-01 roosevelt avenuenue,11368.0,False
487,,2013149-DCA,Business,9/5/18,PF PARKING CORP.,,24,LEONARD ST,,NEW YORK,NY,10013.0,5163781222,Manhattan,1.0,24 leonard street,10013.0,False
488,,1262200-DCA,Business,3/31/11,"FLASH 31 MANAGEMENT, LLC",,124,W 31ST ST,,NEW YORK,NY,10001.0,7187880066,Manhattan,1.0,124 west 31st street,10001.0,False
489,,1135161-DCA,Business,3/31/15,WEST SIDE PARKING CORP.,,432,WASHINGTON ST,,NEW YORK,NY,10013.0,2122748513,Manhattan,1.0,432 washington street,10013.0,False
490,,2022495-DCA,Business,3/31/17,"QSB 267 PROPERTY CO, LLC",,271,W 87TH ST,,NEW YORK,NY,10024.0,,Manhattan,1.0,271 west 87th street,10024.0,False
491,,1317191-DCA,Business,3/31/21,QUIK PARK CHESAPEAKE LLC,,400,E 81ST ST,,NEW YORK,NY,10028.0,2128322066,Manhattan,1.0,400 east 81st street,10028.0,False
492,,1277075-DCA,Business,3/31/21,"ESP GROUP OF NEW YORK, INC.",,354,CLARKSON AVE,,BROOKLYN,NY,11226.0,7184697672,Brooklyn,3.0,354 clarkson avenue,11226.0,False
493,,1320538-DCA,Business,6/25/13,GRAND CAR PARK LLC,,110,E 42ND ST,,NEW YORK,NY,10017.0,2122216111,Manhattan,1.0,110 east 42nd street,10017.0,True
494,,1013974-DCA,Business,3/31/21,SOUTH WILLIAM PARKING LLC,,16,S WILLIAM ST,,NEW YORK,NY,10004.0,2126869800,Manhattan,1.0,16 south william street,10004.0,False
495,,1231896-DCA,Business,8/12/10,IMPARK NORTH END LLC,,211,N END AVE,,NEW YORK,NY,10282.0,2129378660,Manhattan,1.0,211 north end avenue,10282.0,True
496,,2082019-DCA,Business,3/31/21,EZY PARKING INC.,,930,SHERIDAN AVE,,BRONX,NY,10451.0,7182944264,Bronx,2.0,930 sheridan avenue,10451.0,False
497,,0972256-DCA,Business,3/31/21,EASTSIDE PARKING LLC,,45,SUTTON PL S,,NEW YORK,NY,10022.0,2123558890,Manhattan,1.0,45 sutton place s,10022.0,False
498,,1452993-DCA,Business,3/31/19,SAB PARKING INC.,,200,E END AVE,,NEW YORK,NY,10128.0,6468610883,Manhattan,1.0,200 east end avenue,10128.0,True
499,,2070245-DCA,Business,3/31/21,PARKING 56 LLC,,33,W 56TH ST,,NEW YORK,NY,10019.0,6467734400,Manhattan,1.0,33 west 56th street,10019.0,True
500,,1002428-DCA,Business,3/31/19,REED PARKING CORP.,,10025,QUEENS BLVD,,FLUSHING,NY,11375.0,2124903460,Queens,4.0,10025 queens boulevardd,11375.0,False
501,,1338987-DCA,Business,3/31/19,MANHATTAN PARKING E 71 ST  CORP,,311,E 71ST ST,,NEW YORK,NY,10021.0,2128619652,Manhattan,1.0,311 east 71st street,10021.0,False
502,,1263718-DCA,Business,3/31/21,WETHEROLE LLC,,6574,WETHEROLE ST,,REGO PARK,NY,11374.0,7188969896,Queens,4.0,6574 wetherole street,11374.0,False
503,,1181124-DCA,Business,3/31/21,200 EAST PARKING CORP.,,1081,3RD AVE,,NEW YORK,NY,10065.0,2127500254,Manhattan,1.0,1081 3rd avenue,10065.0,True
504,,1254733-DCA,Business,3/31/21,"CODY CAR PARK, INC.",,555,11TH ST,,BROOKLYN,NY,11215.0,2122216111,Brooklyn,3.0,555 11th street,11215.0,True
505,,2006828-DCA,Business,3/31/21,QUIK PARK MORTON LLC,,1,MORTON SQ,,NEW YORK,NY,10014.0,,Manhattan,1.0,1 morton square,10014.0,False
506,,1177270-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,501,E 87TH ST,,NEW YORK,NY,10128.0,2125025490,Manhattan,1.0,501 east 87th street,10128.0,True
507,,0881522-DCA,Business,3/31/13,DEAN STREET PARKING CORP.,,885,DEAN ST,,BROOKLYN,NY,11238.0,7183983409,Brooklyn,3.0,885 dean street,11238.0,False
508,,1416368-DCA,Business,3/31/21,QUIK PARK EAST 88TH STREET LLC,,160,E 88TH ST,,NEW YORK,NY,10128.0,2128323022,Manhattan,1.0,160 east 88th street,10128.0,True
509,,0966613-DCA,Business,3/31/21,"RISING WOLF PARKING GARAGE, LLC",,336,E 9TH ST,,NEW YORK,NY,10003.0,2124755858,Manhattan,1.0,336 east 9th street,10003.0,False
510,,2083503-DCA,Business,3/31/21,"ABM INDUSTRY GROUPS, LLC",ABM PARKING SERVICES,1633,BROADWAY,,NEW YORK,NY,10019.0,2127576500,Manhattan,1.0,1633 broadway,10019.0,True
511,,2067952-DCA,Business,3/31/21,159 WEST 53RD PARKING CORP,,159,W 53RD ST,,NEW YORK,NY,10019.0,2127367171,Manhattan,1.0,159 west 53rd street,10019.0,False
512,,2034099-DCA,Business,3/31/17,LM SUSIE PARKING LLC,,214,W 95TH ST,,NEW YORK,NY,10025.0,2127143571,Manhattan,1.0,214 west 95th street,10025.0,False
513,,2050361-DCA,Business,3/31/21,403 East 60th Street Parking LLC,,403,E 60TH ST,,NEW YORK,NY,10022.0,,Manhattan,1.0,403 east 60th street,10022.0,True
514,,1233571-DCA,Business,3/31/21,8TH STREET PARKING LLC,,11,5TH AVE,,NEW YORK,NY,10003.0,2126869800,Manhattan,1.0,11 5th avenue,10003.0,True
515,,1295462-DCA,Business,4/21/14,PARAMOUNT CAR PARK LLC,,353,4TH AVE,,BROOKLYN,NY,11215.0,2122216111,Brooklyn,3.0,353 4th avenue,11215.0,False
516,,1423788-DCA,Business,3/31/19,ABLE PARKING LLC,,160,W 124TH ST,,NEW YORK,NY,10027.0,2129299404,Manhattan,1.0,160 west 124th street,10027.0,False
517,,0368300-DCA,Business,3/31/21,APEX PARKING LLC,,440,W 57TH ST,,NEW YORK,NY,10019.0,2126869800,Manhattan,1.0,440 west 57th street,10019.0,True
518,,1286774-DCA,Business,6/9/13,"ALLIANCE IMPALA PARKING, LLC",,404,E 76TH ST,,NEW YORK,NY,10021.0,2125810535,Manhattan,1.0,404 east 76th street,10021.0,False
519,unattended ,0898031-DCA,Business,3/31/13,EDISON 9TH AVENUE PARKING CORPORATION,,440,W 33RD ST,,NEW YORK,NY,10001.0,2016432080,Manhattan,1.0,440 west 33rd street,10001.0,False
520,,0369777-DCA,Business,3/31/21,COMMAND PARKING LLC,,1700,BROADWAY,,NEW YORK,NY,10019.0,212-686-9800,Manhattan,1.0,1700 broadway,10019.0,True
521,,1206738-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,15001,89TH AVE,,JAMAICA,NY,11432.0,2125025490,Queens,4.0,15001 89th avenue,11432.0,False
522,,1379494-DCA,Business,3/31/17,ONE PARKING 200 PARK INC.,ONE PARKING,200,PARK AVE,,NEW YORK,NY,10166.0,5618337222,Manhattan,1.0,200 park avenue,10166.0,True
523,,1320741-DCA,Business,3/31/21,201 PEARL PARKING CORP.,,201,PEARL ST,,NEW YORK,NY,10038.0,2127367171,Manhattan,1.0,201 pearl street,10038.0,False
524,,1335774-DCA,Business,3/31/13,UPTOWN PARKING GARAGE CORPORATION,,160,W 124TH ST,,NEW YORK,NY,10027.0,6462593636,Manhattan,1.0,160 west 124th street,10027.0,False
525,,1386662-DCA,Business,3/31/15,TODAY PARKING CORP.,,284,DYCKMAN ST,,NEW YORK,NY,10034.0,2125696249,Manhattan,1.0,284 dyckman street,10034.0,False
526,,0427429-DCA,Business,3/31/13,STOP-PARK GARAGE CORP.,CENTRAL PARKING SYSTEM,18,MORTON ST,,NEW YORK,NY,10014.0,2126296602,Manhattan,1.0,18 morton street,10014.0,False
527,,1280337-DCA,Business,3/31/11,STANDARD PARKING CORPORATION,,71,E 153RD ST,,BRONX,NY,10451.0,7182926515,Bronx,2.0,71 east 153rd street,10451.0,False
528,,1450868-DCA,Business,3/31/13,QUIK PARK TRUFFLES LLC,,12,E 13TH ST,,NEW YORK,NY,10003.0,2128322066,Manhattan,1.0,12 east 13th street,10003.0,False
529,,0948602-DCA,Business,3/31/11,82ND ST. PARKING GARAGE CORP.,,3555,82ND ST,,JACKSON HEIGHTS,NY,11372.0,7187794774,Queens,4.0,3555 82nd street,11372.0,False
530,,1185631-DCA,Business,3/31/21,SUTTON 53 PARKING LLC,,410,E 54TH ST,,NEW YORK,NY,10022.0,212-686-9800,Manhattan,1.0,410 east 54th street,10022.0,False
531,,1009614-DCA,Business,3/31/21,"DISCOUNT PARKING, INC",,180,ASHLAND PL,,BROOKLYN,NY,11217.0,5166267412,Brooklyn,3.0,180 ashland place,11217.0,False
532,,1157539-DCA,Business,3/31/11,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,200,E 88TH ST,,NEW YORK,NY,10128.0,2125025490,Manhattan,1.0,200 east 88th street,10128.0,False
533,,2084602-DCA,Business,3/31/21,PPS NEPTUNE LLC,,360,NEPTUNE AVE,,BROOKLYN,NY,11235.0,2123606300,Brooklyn,3.0,360 neptune avenue,11235.0,False
534,,1364914-DCA,Business,3/31/17,"RENOIR CAR PARK, LLC",,225,E 63RD ST,,NEW YORK,NY,10065.0,2129966363,Manhattan,1.0,225 east 63rd street,10065.0,False
535,,1415620-DCA,Business,3/31/13,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,568,UNION AVE,,BROOKLYN,NY,11211.0,2125025490,Brooklyn,3.0,568 union avenue,11211.0,False
536,,2038250-DCA,Business,3/31/21,"87-10 NORTHERN BLVD PARKING, LLC",,3306,88TH ST,,JACKSON HEIGHTS,NY,11372.0,9175924762,Queens,4.0,3306 88th street,11372.0,False
537,,1459851-DCA,Business,3/31/19,"KINNEY PARKING SYSTEM, INC.",,211,E 57TH ST,,NEW YORK,NY,10022.0,212-502-5490,Manhattan,1.0,211 east 57th street,10022.0,False
538,,1460563-DCA,Business,3/31/21,LTG PARKING CORP.,,185,W END AVE,,NEW YORK,NY,10023.0,2126869800,Manhattan,1.0,185 west end avenue,10023.0,False
539,,1160254-DCA,Business,4/13/14,207 GARAGE L.L.C.,,3875,9TH AVE,,NEW YORK,NY,10034.0,8004090819,Manhattan,1.0,3875 9th avenue,10034.0,False
540,,1175732-DCA,Business,3/31/17,"90 WASHINGTON CAR PARK, LLC",GGMC,90,WASHINGTON ST,,NEW YORK,NY,10006.0,2129966363,Manhattan,1.0,90 washington street,10006.0,False
541,,1192937-DCA,Business,3/31/17,QUIK PARK EAGLE LLC,,240,E 41ST ST,,NEW YORK,NY,10017.0,2128322066,Manhattan,1.0,240 east 41st street,10017.0,False
542,,1288781-DCA,Business,3/31/19,AMPCO SYSTEM PARKING,,13,E 54TH ST,,NEW YORK,NY,10022.0,2127542678,Manhattan,1.0,13 east 54th street,10022.0,False
543,,2083249-DCA,Business,3/31/21,POO PARKING CORP.,,1650,SELWYN AVE,,BRONX,NY,10457.0,2124903460,Bronx,2.0,1650 selwyn avenue,10457.0,True
544,,1126177-DCA,Business,3/31/15,FANDA PARKING LLC,,340,E 74TH ST,,NEW YORK,NY,10021.0,2125945050,Manhattan,1.0,340 east 74th street,10021.0,True
545,,2002967-DCA,Business,3/31/17,QUIK PARK WEST 50TH STREET LLC,,1633,BROADWAY,,NEW YORK,NY,10019.0,,Manhattan,1.0,1633 broadway,10019.0,True
546,,2080152-DCA,Business,3/31/19,GR PARKING INC,,4007,73RD ST,,WOODSIDE,NY,11377.0,3474459514,Queens,4.0,4007 73rd street,11377.0,False
547,,1463865-DCA,Business,3/31/21,MAESTRO PARKING LLC,,882,7TH AVE,,NEW YORK,NY,10019.0,2126869800,Manhattan,1.0,882 7th avenue,10019.0,False
548,,2082681-DCA,Business,3/31/21,"ABM INDUSTRY GROUPS, LLC",ABM PARKING SERVICES,866,UNITED NATIONS PLZ,,NEW YORK,NY,10017.0,2127576500,Manhattan,1.0,866 united nations placez,10017.0,False
549,,1275692-DCA,Business,3/31/19,"ESP GROUP OF NEW YORK, INC.",,349,LENOX RD,,BROOKLYN,NY,11226.0,7184697672,Brooklyn,3.0,349 lenox road,11226.0,False
550,,1440018-DCA,Business,10/30/12,ARTHUR MANAGEMENT CORPORATION,,4400,3RD AVE,,BRONX,NY,10457.0,7186188021,Bronx,2.0,4400 3rd avenue,10457.0,False
551,,1247739-DCA,Business,3/31/15,LONG ISLAND JEWISH MEDICAL CENTER,,27117,76TH AVE,,NEW HYDE PARK,NY,11040.0,7184707764,Queens,4.0,27117 76th avenue,11040.0,False
552,,1099887-DCA,Business,3/31/13,WEST 31ST GARAGE CORP.,,148,W 31ST ST,,NEW YORK,NY,10001.0,2127367171,Manhattan,1.0,148 west 31st street,10001.0,False
553,,1308597-DCA,Business,3/31/21,"HOME HOSPITAL PARKING, LLC",,2621,AQUEDUCT AVE,,BRONX,NY,10468.0,2126279822,Bronx,2.0,2621 aqueduct avenue,10468.0,False
554,,2045551-DCA,Business,6/26/19,QUIK PARK TRIBECA II LLC,,450,WASHINGTON ST,,NEW YORK,NY,10013.0,2126869800,Manhattan,1.0,450 washington street,10013.0,True
555,,1440441-DCA,Business,3/31/19,QUIK PARK PCVST GARAGE LLC,,527,E 14TH ST,,NEW YORK,NY,10009.0,2126145862,Manhattan,1.0,527 east 14th street,10009.0,True
556,,1352539-DCA,Business,3/31/21,ANITA HOLDING LLC,,9905,63RD DR,,REGO PARK,NY,11374.0,2125642111,Queens,4.0,9905 63rd drive,11374.0,False
557,,2051337-DCA,Business,3/31/21,NEPTUNE PARKING LLC,,486,NEPTUNE AVE,486-530 NEPTUNE AVE,BROOKLYN,NY,11224.0,2126869800,Brooklyn,3.0,486 neptune avenue,11224.0,False
558,,0368502-DCA,Business,3/31/21,GLOBAL PARKING LLC,,143,W 40TH ST,,NEW YORK,NY,10018.0,2126869800,Manhattan,1.0,143 west 40th street,10018.0,False
559,,1232463-DCA,Business,3/31/21,LAFAYETTE PLACE PARKING LLC,,445,LAFAYETTE ST,,NEW YORK,NY,10003.0,2127771659,Manhattan,1.0,445 lafayette street,10003.0,True
560,,2082682-DCA,Business,3/31/21,"ABM INDUSTRY GROUPS, LLC",ABM PARKING SERVICES,750,LEXINGTON AVE,,NEW YORK,NY,10022.0,2127576500,Manhattan,1.0,750 lexington avenue,10022.0,True
561,,1364519-DCA,Business,3/31/21,QUIK PARK 1133 GARAGE LLC,,1133,AVENUE OF THE AMERICAS,,NEW YORK,NY,10036.0,2126869800,Manhattan,1.0,1133 avenuenue of the americas,10036.0,False
562,,1415121-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,506,W 181ST ST,,NEW YORK,NY,10033.0,2125025490,Manhattan,1.0,506 west 181st street,10033.0,False
563,,1267813-DCA,Business,3/31/17,3896 PARKING CORP.,,3896,10TH AVE,,NEW YORK,NY,10034.0,2125696508,Manhattan,1.0,3896 10th avenue,10034.0,False
564,,0999137-DCA,Business,3/31/21,9-11 LLC,,9,PARK AVE,,NEW YORK,NY,10016.0,212-686-9800,Manhattan,1.0,9 park avenue,10016.0,False
565,,1420787-DCA,Business,3/31/21,CHAMPION PARKING 68 LLC,,80,CENTRAL PARK W,,NEW YORK,NY,10023.0,2123085959,Manhattan,1.0,80 central park w,10023.0,False
566,,2045345-DCA,Business,3/31/21,EAST VILLAGE PARKING LLC,,22,E 1ST ST,,NEW YORK,NY,10003.0,2126869800,Manhattan,1.0,22 east 1st street,10003.0,True
567,,1204606-DCA,Business,3/31/13,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,14,CHARLTON ST,,NEW YORK,NY,10014.0,2125025490,Manhattan,1.0,14 charlton street,10014.0,False
568,,1226477-DCA,Business,3/31/11,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,16327,ARCHER AVE,,JAMAICA,NY,11433.0,7186589619,Queens,4.0,16327 archer avenue,11433.0,False
569,,1393276-DCA,Business,3/31/15,QUIK PARK 175 K LLC,,53,N 3RD ST,,BROOKLYN,NY,11249.0,2128322066,Brooklyn,3.0,53 north 3rd street,11249.0,False
570,,2024409-DCA,Business,9/9/15,ATLANTIC GARAGE MANAGEMENT LLC,,238,ATLANTIC AVE,,BROOKLYN,NY,11201.0,646-964-4323,Brooklyn,3.0,238 atlantic avenue,11201.0,False
571,,1420682-DCA,Business,3/31/21,QUEENS WEST PARKING LLC,,476,47TH AVE,,LONG ISLAND CITY,NY,11109.0,7186061760,Queens,4.0,476 47th avenue,11109.0,False
572,,1307745-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,7074,E 162ND ST,,BRONX,NY,10452.0,2125025490,,,7074 east 162nd street,10452.0,False
573,,1275883-DCA,Business,3/31/21,CENTURY PARKING CORP.,,2600,NETHERLAND AVE,,BRONX,NY,10463.0,2127367171,Bronx,2.0,2600 netherland avenue,10463.0,True
574,,0963093-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,798,UNION ST,,BROOKLYN,NY,11215.0,2126296602,Brooklyn,3.0,798 union street,11215.0,False
575,,1466384-DCA,Business,3/31/19,"KINNEY PARKING SYSTEM, LLC",,1153,YORK AVE,,NEW YORK,NY,10065.0,2125025490,Manhattan,1.0,1153 york avenue,10065.0,False
576,,0976184-DCA,Business,3/31/17,IMPERIAL HOUSE PARKING LLC,,150,E 69TH ST,,NEW YORK,NY,10021.0,2127142442,Manhattan,1.0,150 east 69th street,10021.0,True
577,,1129975-DCA,Business,3/31/11,"LAN TIAN GARAGE, INC.",,89,HENRY ST,,NEW YORK,NY,10002.0,2123859600,Manhattan,1.0,89 henry street,10002.0,False
578,,1458328-DCA,Business,3/31/19,OMEGA PARKING SYSTEMS LLC,,200,E 24TH ST,,NEW YORK,NY,10010.0,2127251791,Manhattan,1.0,200 east 24th street,10010.0,False
